"Titulo","Precio","URL"
"Reloj Smartwatch Inteligente P/ Xiaomi Ipho Samsung Motorola","14.2495","https://articulo.mercadolibre.com.ar/MLA-1101010963-reloj-smartwatch-inteligente-p-xiaomi-ipho-samsung-motorola-_JM#position=32&search_layout=stack&type=item&tracking_id=06ff94ba-4495-4894-a125-62055a004b52"
"Xiaomi Redmi Watch 2 Lite 1.55"" caja  black  malla  black de  tpu","33.749","https://www.mercadolibre.com.ar/xiaomi-redmi-watch-2-lite-155-caja-black-malla-black-de-tpu/p/MLA18726729?pdp_filters=category:MLA352679#searchVariation=MLA18726729&position=4&search_layout=stack&type=product&tracking_id=06ff94ba-4495-4894-a125-62055a004b52"
"Smartwatch Nictom Sb04 Smartband Negro","2.799","https://articulo.mercadolibre.com.ar/MLA-1147334354-smartwatch-nictom-sb04-smartband-negro-_JM#position=33&search_layout=stack&type=item&tracking_id=06ff94ba-4495-4894-a125-62055a004b52"
"Samsung Galaxy Watch5 Pro (Bluetooth) 1.4"" caja 45mm de  titanio  black titanium  malla  black titanium y bisel  black titanium SM-R920","165.99915","https://www.mercadolibre.com.ar/samsung-galaxy-watch5-pro-bluetooth-14-caja-45mm-de-titanio-black-titanium-malla-black-titanium-y-bisel-black-titanium-sm-r920/p/MLA19582560?pdp_filters=category:MLA352679#searchVariation=MLA19582560&position=5&search_layout=stack&type=product&tracking_id=06ff94ba-4495-4894-a125-62055a004b52"
"Smartwatch Skmei Reloj Inteligente Sumergible 50m Android","5.499","https://articulo.mercadolibre.com.ar/MLA-786786312-smartwatch-skmei-reloj-inteligente-sumergible-50m-android-_JM#position=34&search_layout=stack&type=item&tracking_id=06ff94ba-4495-4894-a125-62055a004b52"
"Smartwatch Nictom Nt14 1 75 Notificaciones + Malla Metálica","14.999","https://articulo.mercadolibre.com.ar/MLA-1138445758-smartwatch-nictom-nt14-175-notificaciones-malla-metalica-_JM#position=35&search_layout=stack&type=item&tracking_id=06ff94ba-4495-4894-a125-62055a004b52"
"Smartwatch Microwear W26 1.75"" caja de  aleación de zinc  negra  malla  negra","4.424","https://www.mercadolibre.com.ar/smartwatch-microwear-w26-175-caja-de-aleacion-de-zinc-negra-malla-negra/p/MLA16140521?pdp_filters=category:MLA352679#searchVariation=MLA16140521&position=6&search_layout=stack&type=product&tracking_id=06ff94ba-4495-4894-a125-62055a004b52"
"Samsung Galaxy Watch5 (Bluetooth) 1.4"" caja 44mm de  aluminio armor  sapphire  malla  sapphire SM-R910N","107.99920","https://www.mercadolibre.com.ar/samsung-galaxy-watch5-bluetooth-14-caja-44mm-de-aluminio-armor-sapphire-malla-sapphire-sm-r910n/p/MLA19604557?pdp_filters=category:MLA352679#searchVariation=MLA19604557&position=7&search_layout=stack&type=product&tracking_id=06ff94ba-4495-4894-a125-62055a004b52"
"Smart Band Reloj Boca River Plate Deportivo Babymovil","2.690","https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=uaA0%2FUS9zQZppb8pcAUHB3psjrK2XJRti09FdB7ii3S0YuGOTtmPbsg3EfDXi6PkKRUNsY%2BiJ%2FN92Idiib8HRbmA%2FLBI4Dd%2Bi2l55LxM5KqjM%2BfE9UYq3i61XdMMQ3W64LrUqZ3p%2F14m5ASzqzFb6j8cQGHduBYLjeW3i9cRt5xWXX5olifC7K%2F0noGteysuFjnxkbqsVxa1Fa%2FEFTL4E4Mw5UBr%2Fy8zm98fJqsYz1R4SM0q5oQeWz0PMbSyGrjphb%2Bd16Lm3%2B%2Fb2xJMtTAr5y1HHiWJm5X7HrK6UICk64K237isAmzQJVWpqsb2GDeM1%2FKft36Y7%2BmT%2FZDiHPdqgImbq9YsP2w%2FkZKI%2F4Hans4CwKPQuJXRpxARD2TsxNCFn2ThsZat%2FpYcsGQzkDKiFWsF1ElOgQmPdtAstso9San6R%2FCJFeFjCCZ0GfTUIy3fEv6YIjMDPlQIa4TA3KsXOwimfKW5QODDbi79OZvAm5HO1e3zOs8Vlm1KwZqBBgIfiSVpFHjR4ED%2BIvHzztLso%2FP%2FQTbUfUE%2BwU4ebUFUgAcQ%2BbSw9ld976f4Gk3ojYJ3FGxG8RB2Iqn2mm4Vu%2BfR0wC02BHTFtWdbohyPP20TehtOyuweItkLwz964%2F6NH4ERnA7fQVKB6VqFUJF4CwSp%2Fd8UwCwYzjYlL15rOJ3l7whDFZm%2BzH4tXbCYB9ZQqZ81hNFEFvO0WDo7l2EAHE3PN185EDdDKw%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2B16026%2Cmclics%2Frolling-layout%2B20432%2Cmclics%2Fshow-pads-global%2B5176%2Cmclics%2Fshow-pads-search-list%2B5146&rb=x"
"Reloj Inteligente Smartwatch Plus Pulsera Bluetooth","5.39945","https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=YQLGsYVDqQLaUdIfzrsI%2FXYlNHeE3QP06RNh5KrUDxlrou6HR%2B1t4l8%2BXbWSVhEbhldWXqcXD59pYyZpjmen6m3C21fvwCxVEnafwSnEXpSt2%2BbUBwzf4Z2W%2Fmvcsave8GbgOH3WOKJ2C%2Fi2Kr6R0%2FbfQTdmqXcFbs9l4rWWC%2BrQBVVTNhM8s%2BfUjMt%2Br0XgnwcDgkPJqR8ipONsuQXcL8OLLraFnwhdo2OnzG36wJxQ8WBt5jUiVquWZ%2BV6tZ5cf9aIR0WDDhBS8pm5G5K1ZHb5sl1ItSAOCuHzAz%2BWFxiFQCSAd%2FWXIlnhF4mZhZKaBxEY8XQNgg1uthGlB3gWEVeMu2O8iNh%2BB9S9exAuL7R3wIHBN4d%2BL1ZUfwuSPkr5xdYCEsxx6T618sN4%2FanrUHYbXpCyML8F1zDDjrcImY1ZAHe%2BCAIJ4Asqn9hvlR3ubejNnTBVMfYGPl2ZqgvlnNgia01w%2BGI2mD7WiOZ9foIly7BN3ZnKApzZ9NfvbZ7O9f26JHH2DMbvuwmhP96TrAYiMXBqhmTMjL7bGqhVFTvIQn6mbtuRWajtNs9H0buRUHtDkSgHebGG4%2FOm7O07EsfO20GJFi5nz4P7ftvve47koatPzhV8S25Q7uwe4liN38HL9UpfCW%2BucRIoL3NNt%2BSs0S7D35wv6TY3vplxoga2KEI71RjmxVl3BB%2FTM2CJRu19irIUNfKcFYjn6jkogHW1idVxUg%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2B16026%2Cmclics%2Frolling-layout%2B20432%2Cmclics%2Fshow-pads-global%2B5176%2Cmclics%2Fshow-pads-search-list%2B5146&rb=x"
"Reloj Smartwatch Inteligent Deportivo Hombre P/ Ios  Android","17.9545","https://articulo.mercadolibre.com.ar/MLA-927148512-reloj-smartwatch-inteligent-deportivo-hombre-p-ios-android-_JM#position=36&search_layout=stack&type=item&tracking_id=06ff94ba-4495-4894-a125-62055a004b52"
"Smartwatch Amazfit Fashion GTS 2 Mini 1.55"" caja 1.55"" de  aleación de aluminio  black  malla  midnight black de  silicona A2018","37.770","https://www.mercadolibre.com.ar/smartwatch-amazfit-fashion-gts-2-mini-155-caja-155-de-aleacion-de-aluminio-black-malla-midnight-black-de-silicona-a2018/p/MLA16930326?pdp_filters=category:MLA352679#searchVariation=MLA16930326&position=8&search_layout=stack&type=product&tracking_id=06ff94ba-4495-4894-a125-62055a004b52"
"Xiaomi Redmi Watch 2 Lite 1.55"" caja  blue  malla  blue de  tpu","29.308","https://www.mercadolibre.com.ar/xiaomi-redmi-watch-2-lite-155-caja-blue-malla-blue-de-tpu/p/MLA18726730?pdp_filters=category:MLA352679#searchVariation=MLA18726730&position=11&search_layout=stack&type=product&tracking_id=06ff94ba-4495-4894-a125-62055a004b52"
"Samsung Galaxy Watch5 Small (Bluetooth) 1.2"" caja 40mm de  aluminio armor  graphite  malla  graphite SM-R900","96.99920","https://www.mercadolibre.com.ar/samsung-galaxy-watch5-small-bluetooth-12-caja-40mm-de-aluminio-armor-graphite-malla-graphite-sm-r900/p/MLA19642418?pdp_filters=category:MLA352679#searchVariation=MLA19642418&position=12&search_layout=stack&type=product&tracking_id=06ff94ba-4495-4894-a125-62055a004b52"
"Reloj Smartwatch Kids Watch S90 Reloj Inteligente Niños","10.43113","https://articulo.mercadolibre.com.ar/MLA-1114447581-reloj-smartwatch-kids-watch-s90-reloj-inteligente-ninos-_JM#position=37&search_layout=stack&type=item&tracking_id=06ff94ba-4495-4894-a125-62055a004b52"
"Reloj Inteligente Smartwatch Deportivo Sumergible Bluetooth","8.65313","https://articulo.mercadolibre.com.ar/MLA-1327602695-reloj-inteligente-smartwatch-deportivo-sumergible-bluetooth-_JM#position=38&search_layout=stack&type=item&tracking_id=06ff94ba-4495-4894-a125-62055a004b52"
"Smartwatch DT NO.1 DT2 1.24"" caja  rose gold  malla  rose gold de  acero y bisel  negro","29.300","https://www.mercadolibre.com.ar/smartwatch-dt-no1-dt2-124-caja-rose-gold-malla-rose-gold-de-acero-y-bisel-negro/p/MLA19132192?pdp_filters=category:MLA352679#searchVariation=MLA19132192&position=13&search_layout=stack&type=product&tracking_id=06ff94ba-4495-4894-a125-62055a004b52"
"Smartwatch Reloj inteligente Nictom NT03 Sumergible Hombre Mujer Bluetooth","6.399","https://www.mercadolibre.com.ar/smartwatch-reloj-inteligente-nictom-nt03-sumergible-hombre-mujer-bluetooth/p/MLA17337300?pdp_filters=category:MLA352679#searchVariation=MLA17337300&position=14&search_layout=stack&type=product&tracking_id=06ff94ba-4495-4894-a125-62055a004b52"
"Smartwatch Reloj Inteligente Marca Jd Milan Color Rosa Pantalla 1.96  Con Malla De Silicona Y Bisel Metálico En Color Dorado Con Ip67 Y Spo2","15.999","https://www.mercadolibre.com.ar/smartwatch-reloj-inteligente-marca-jd-milan-color-rosa-pantalla-196-con-malla-de-silicona-y-bisel-metalico-en-color-dorado-con-ip67-y-spo2/p/MLA22905650?pdp_filters=category:MLA352679#searchVariation=MLA22905650&position=15&search_layout=stack&type=product&tracking_id=06ff94ba-4495-4894-a125-62055a004b52"
"Smartwatch Deportivo Fitness Bluetooth Colores Android Ios","5.39945","https://articulo.mercadolibre.com.ar/MLA-906847692-smartwatch-deportivo-fitness-bluetooth-colores-android-ios-_JM#position=39&search_layout=stack&type=item&tracking_id=06ff94ba-4495-4894-a125-62055a004b52"
"Smart Band M7 Smartwatch Reloj Inteligente Bt Android Ios","3.13530","https://articulo.mercadolibre.com.ar/MLA-1315203707-smart-band-m7-smartwatch-reloj-inteligente-bt-android-ios-_JM#position=40&search_layout=stack&type=item&tracking_id=06ff94ba-4495-4894-a125-62055a004b52"
"Smartwatch Smart Bracelet D20 1 1.3"" con red móvil caja de  plástico  negra  malla  negra de  silicona y bisel de  acrílico y plástico","2.372","https://www.mercadolibre.com.ar/smartwatch-smart-bracelet-d20-1-13-con-red-movil-caja-de-plastico-negra-malla-negra-de-silicona-y-bisel-de-acrilico-y-plastico/p/MLA16368723?pdp_filters=category:MLA352679#searchVariation=MLA16368723&position=16&search_layout=stack&type=product&tracking_id=06ff94ba-4495-4894-a125-62055a004b52"
"Smartwatch Reloj Inteligente Bluetooth T500 Plus Malla 42mm","12.149","https://articulo.mercadolibre.com.ar/MLA-1348110764-smartwatch-reloj-inteligente-bluetooth-t500-plus-malla-42mm-_JM#position=41&search_layout=stack&type=item&tracking_id=06ff94ba-4495-4894-a125-62055a004b52"
"Smartwatch Soundpeats Watch 1 1.4"" caja  negra  malla  black de  tpu","12.64720","https://www.mercadolibre.com.ar/smartwatch-soundpeats-watch-1-14-caja-negra-malla-black-de-tpu/p/MLA16179593?pdp_filters=category:MLA352679#searchVariation=MLA16179593&position=17&search_layout=stack&type=product&tracking_id=06ff94ba-4495-4894-a125-62055a004b52"
"Xiaomi Redmi Watch 2 Lite 1.55"" caja  ivory  malla  ivory de  tpu","35.543","https://www.mercadolibre.com.ar/xiaomi-redmi-watch-2-lite-155-caja-ivory-malla-ivory-de-tpu/p/MLA18726731?pdp_filters=category:MLA352679#searchVariation=MLA18726731&position=18&search_layout=stack&type=product&tracking_id=06ff94ba-4495-4894-a125-62055a004b52"
"Reloj Smartwatch Xiaomi Imilab W01 1.69 Rosa Oxímetro Full","14.998","https://www.mercadolibre.com.ar/reloj-smartwatch-xiaomi-imilab-w01-169-rosa-oximetro-full/p/MLA19849156?pdp_filters=category:MLA352679#searchVariation=MLA19849156&position=21&search_layout=stack&type=product&tracking_id=06ff94ba-4495-4894-a125-62055a004b52"
"Reloj Smart Inteligente Llamada Hombre P/ Samsung Xiaom Moto","21.4695","https://articulo.mercadolibre.com.ar/MLA-1345269525-reloj-smart-inteligente-llamada-hombre-p-samsung-xiaom-moto-_JM#position=42&search_layout=stack&type=item&tracking_id=06ff94ba-4495-4894-a125-62055a004b52"
"Reloj Inteligente Smartwatch Plus Pulsera Bluetooth","5.39945","https://articulo.mercadolibre.com.ar/MLA-1365315309-reloj-inteligente-smartwatch-plus-pulsera-bluetooth-_JM#position=43&search_layout=stack&type=item&tracking_id=06ff94ba-4495-4894-a125-62055a004b52"
"Smartwatch Amazfit GTS 4 Mini 1.65"" caja de  aleación de aluminio y plástico  midnight black  malla  midnight black de  silicona y bisel  negro","47.349","https://www.mercadolibre.com.ar/smartwatch-amazfit-gts-4-mini-165-caja-de-aleacion-de-aluminio-y-plastico-midnight-black-malla-midnight-black-de-silicona-y-bisel-negro/p/MLA19810451?pdp_filters=category:MLA352679#searchVariation=MLA19810451&position=22&search_layout=stack&type=product&tracking_id=06ff94ba-4495-4894-a125-62055a004b52"
"Smartwatch Microwear W26 1.75"" caja de  aleación de zinc  plateada  malla  blanca","3.999","https://www.mercadolibre.com.ar/smartwatch-microwear-w26-175-caja-de-aleacion-de-zinc-plateada-malla-blanca/p/MLA16140520?pdp_filters=category:MLA352679#searchVariation=MLA16140520&position=23&search_layout=stack&type=product&tracking_id=06ff94ba-4495-4894-a125-62055a004b52"
"Smartwatch Inteligente Y68 Bluetooth Cardio","2.3669","https://articulo.mercadolibre.com.ar/MLA-901332957-smartwatch-inteligente-y68-bluetooth-cardio-_JM#position=44&search_layout=stack&type=item&tracking_id=06ff94ba-4495-4894-a125-62055a004b52"
"Smartwatch Nictom Nt16 1 28  Notificaciones + Malla Metálica","18.999","https://articulo.mercadolibre.com.ar/MLA-1142607883-smartwatch-nictom-nt16-128-notificaciones-malla-metalica-_JM#position=45&search_layout=stack&type=item&tracking_id=06ff94ba-4495-4894-a125-62055a004b52"
"Smartwatch Microwear W26 1.75  Caja De  Aleación Oro Rosa","4.000","https://articulo.mercadolibre.com.ar/MLA-1182511800-smartwatch-microwear-w26-175-caja-de-aleacion-oro-rosa-_JM#position=46&search_layout=stack&type=item&tracking_id=06ff94ba-4495-4894-a125-62055a004b52"
"Smartwatch Qcy Gtc Pantalla 1.85  Control De Salud Deportes","10.999","https://www.mercadolibre.com.ar/smartwatch-qcy-gtc-pantalla-185-control-de-salud-deportes/p/MLA19818926?pdp_filters=category:MLA352679#searchVariation=MLA19818926&position=24&search_layout=stack&type=product&tracking_id=06ff94ba-4495-4894-a125-62055a004b52"
"Reloj Smart Watch Inteligente Mujer Hombre Sumergible Noga E","15.299","https://articulo.mercadolibre.com.ar/MLA-907547944-reloj-smart-watch-inteligente-mujer-hombre-sumergible-noga-e-_JM#position=47&search_layout=stack&type=item&tracking_id=06ff94ba-4495-4894-a125-62055a004b52"
"Reloj Inteligente Smartwatch Running Sumergible Selfie Gtia","8.320","https://articulo.mercadolibre.com.ar/MLA-811361345-reloj-inteligente-smartwatch-running-sumergible-selfie-gtia-_JM#position=48&search_layout=stack&type=item&tracking_id=06ff94ba-4495-4894-a125-62055a004b52"
"Smartwatch Reloj Inteligente Marca Jd Andes Color Rosa Pantalla 1.32 Pulgadas Con Bisel Dorado Y Malla Rosa. Monitoreo De Sueño  Ip67 Y Múltiples Modos Deportivos. ","19.999","https://www.mercadolibre.com.ar/smartwatch-reloj-inteligente-marca-jd-andes-color-rosa-pantalla-132-pulgadas-con-bisel-dorado-y-malla-rosa-monitoreo-de-sueno-ip67-y-multiples-modos-deportivos/p/MLA22905652?pdp_filters=category:MLA352679#searchVariation=MLA22905652&position=25&search_layout=stack&type=product&tracking_id=06ff94ba-4495-4894-a125-62055a004b52"
"Reloj Inteligente Dt3 Mujer Elegante Llamadas Ecg Sumergible","38.990","https://articulo.mercadolibre.com.ar/MLA-1112633079-reloj-inteligente-dt3-mujer-elegante-llamadas-ecg-sumergible-_JM#position=49&search_layout=stack&type=item&tracking_id=06ff94ba-4495-4894-a125-62055a004b52"
"Smartwatch Fitbit Sense 1.59"" caja de  aluminio anodizado  silver stainless steel  malla  sage grey de  elastómero y aluminio anodizado FB512","75.83920","https://www.mercadolibre.com.ar/smartwatch-fitbit-sense-159-caja-de-aluminio-anodizado-silver-stainless-steel-malla-sage-grey-de-elastomero-y-aluminio-anodizado-fb512/p/MLA18601047?pdp_filters=category:MLA352679#searchVariation=MLA18601047&position=26&search_layout=stack&type=product&tracking_id=06ff94ba-4495-4894-a125-62055a004b52"
"Reloj Smartwatch Inteligente P/ Samsung iPhone Xiaomi Motoro","12.9195","https://articulo.mercadolibre.com.ar/MLA-927143543-reloj-smartwatch-inteligente-p-samsung-iphone-xiaomi-motoro-_JM#position=50&search_layout=stack&type=item&tracking_id=06ff94ba-4495-4894-a125-62055a004b52"
"Reloj Smartwatch Inteligent Mujer P/ Moto Samsung Xiaomi Ios","18.899","https://articulo.mercadolibre.com.ar/MLA-926569115-reloj-smartwatch-inteligent-mujer-p-moto-samsung-xiaomi-ios-_JM#position=51&search_layout=stack&type=item&tracking_id=06ff94ba-4495-4894-a125-62055a004b52"
"Reloj Smartwatch Bluetooth T500 Plus Malla De Silicona Negra","13.549","https://articulo.mercadolibre.com.ar/MLA-1348097940-reloj-smartwatch-bluetooth-t500-plus-malla-de-silicona-negra-_JM#position=52&search_layout=stack&type=item&tracking_id=06ff94ba-4495-4894-a125-62055a004b52"
"Reloj Inteligente Chicos  Gps Boton Panico Sos Niños","12.74938","https://articulo.mercadolibre.com.ar/MLA-689224580-reloj-inteligente-chicos-gps-boton-panico-sos-ninos-_JM#position=53&search_layout=stack&type=item&tracking_id=06ff94ba-4495-4894-a125-62055a004b52"
"Smartwatch Hombre Dt3 Mate Doble Malla Y Film Protector","38.990","https://articulo.mercadolibre.com.ar/MLA-1424838034-smartwatch-hombre-dt3-mate-doble-malla-y-film-protector-_JM#position=54&search_layout=stack&type=item&tracking_id=06ff94ba-4495-4894-a125-62055a004b52"
